dmr_make,dmr_model,age_band,strata_merged,n_tests,pass_rate,reference_weight
AUDI,A3 Limousine,3,4,158,0.6013,0.335
AUDI,A3 Limousine,3,5,91,0.5055,0.277
AUDI,A3 Limousine,3,6,35,0.4571,0.1657
KIA,CEED,2,2,77,0.7403,0.073
KIA,CEED,2,3,477,0.6289,0.3658
KIA,CEED,2,4,467,0.5418,0.3855
KIA,CEED,2,5,101,0.4257,0.1301
KIA,CEED,2,6,28,0.3929,0.0455
MERCEDES-BENZ,C,1,2,700,0.9129,0.259
MERCEDES-BENZ,C,1,3,2141,0.8178,0.5561
MERCEDES-BENZ,C,1,4,634,0.7177,0.1477
MERCEDES-BENZ,C,1,5,127,0.6772,0.0239
MERCEDES-BENZ,C,1,6,35,0.6,0.0132
FORD,FOCUS STATIONSVOGN,1,2,1754,0.862,0.259
FORD,FOCUS STATIONSVOGN,1,3,3477,0.8007,0.5561
FORD,FOCUS STATIONSVOGN,1,4,752,0.7101,0.1477
FORD,FOCUS STATIONSVOGN,1,5+6,127,0.6614,0.0371
HYUNDAI,I20,1,2,478,0.8933,0.259
HYUNDAI,I20,1,3,546,0.7637,0.5561
HYUNDAI,I20,1,4+5+6,89,0.7079,0.1848
BMW,2-Serie,1,1+2,2423,0.8869,0.2591
BMW,2-Serie,1,3,4052,0.8191,0.5561
BMW,2-Serie,1,4,519,0.7168,0.1477
BMW,2-Serie,1,5+6,61,0.6557,0.0371
VOLKSWAGEN,UP!,2,2,375,0.8133,0.073
VOLKSWAGEN,UP!,2,3,852,0.6303,0.3658
VOLKSWAGEN,UP!,2,4,246,0.5366,0.3855
VOLKSWAGEN,UP!,2,5+6,30,0.4,0.1756
BMW,2-Serie,2,2,557,0.7756,0.073
BMW,2-Serie,2,3,3038,0.6899,0.3658
BMW,2-Serie,2,4,1908,0.5886,0.3855
BMW,2-Serie,2,5,363,0.5537,0.1301
BMW,2-Serie,2,6,100,0.48,0.0455
SKODA,FABIA,1,2,699,0.8126,0.259
SKODA,FABIA,1,3,1300,0.75,0.5561
SKODA,FABIA,1,4+5+6,247,0.6113,0.1848
MAZDA,MAZDA6,1,2,142,0.838,0.259
MAZDA,MAZDA6,1,3,589,0.7725,0.5561
MAZDA,MAZDA6,1,4,267,0.7378,0.1477
MAZDA,MAZDA6,1,5+6,80,0.7375,0.0371
CITROËN,C1,4,1+2,59,0.5254,0.0128
CITROËN,C1,4,3,412,0.3835,0.0879
CITROËN,C1,4,4,468,0.2778,0.2053
CITROËN,C1,4,5+6,180,0.2111,0.694
FORD,FIESTA 5 DØRS,1,1+2,1353,0.8965,0.2591
FORD,FIESTA 5 DØRS,1,3,1650,0.7788,0.5561
FORD,FIESTA 5 DØRS,1,4+5+6,216,0.6389,0.1848
FORD,S-MAX,1,2,106,0.8679,0.259
FORD,S-MAX,1,3,1044,0.773,0.5561
FORD,S-MAX,1,4,537,0.7318,0.1477
FORD,S-MAX,1,5,59,0.678,0.0239
FORD,S-MAX,1,6,40,0.575,0.0132
HONDA,JAZZ,3,2,231,0.7922,0.0334
HONDA,JAZZ,3,3,755,0.6384,0.1888
HONDA,JAZZ,3,4,461,0.5445,0.335
HONDA,JAZZ,3,5,153,0.4771,0.277
HONDA,JAZZ,3,6,43,0.3488,0.1657
PEUGEOT,206 +,4,2+3,64,0.3906,0.1002
PEUGEOT,206 +,4,4,50,0.22,0.2053
PEUGEOT,206 +,4,5+6,29,0.1379,0.694
HYUNDAI,I30CW,3,2+3,44,0.5455,0.2222
HYUNDAI,I30CW,3,4,57,0.4386,0.335
HYUNDAI,I30CW,3,5+6,63,0.2698,0.4426
VOLVO,V50,4,1+2,30,0.7,0.0128
VOLVO,V50,4,3,406,0.5148,0.0879
VOLVO,V50,4,4,1751,0.3866,0.2053
VOLVO,V50,4,5,3909,0.3057,0.2881
VOLVO,V50,4,6,5200,0.2494,0.406
VOLKSWAGEN,TOURAN,3,1+2+3,293,0.587,0.2224
VOLKSWAGEN,TOURAN,3,4,1345,0.4662,0.335
VOLKSWAGEN,TOURAN,3,5,2077,0.4194,0.277
VOLKSWAGEN,TOURAN,3,6,1740,0.3724,0.1657
CITROËN,C4 PICASSO,1,2,49,0.6735,0.259
CITROËN,C4 PICASSO,1,3,507,0.6351,0.5561
CITROËN,C4 PICASSO,1,4,230,0.5478,0.1477
CITROËN,C4 PICASSO,1,5+6,37,0.5405,0.0371
KIA,VENGA,2,2,76,0.75,0.073
KIA,VENGA,2,3,143,0.6643,0.3658
KIA,VENGA,2,4+5,54,0.5185,0.5155
PEUGEOT,508,2,2+3,183,0.6448,0.4388
PEUGEOT,508,2,4,434,0.553,0.3855
PEUGEOT,508,2,5,213,0.4601,0.1301
PEUGEOT,508,2,6,89,0.4382,0.0455
HYUNDAI,I20,2,2,378,0.8122,0.073
HYUNDAI,I20,2,3,1133,0.6981,0.3658
HYUNDAI,I20,2,4,509,0.609,0.3855
HYUNDAI,I20,2,5+6,96,0.5521,0.1756
BMW,X1,3,1+2,83,0.759,0.0336
BMW,X1,3,3,798,0.6504,0.1888
BMW,X1,3,4,2146,0.5186,0.335
BMW,X1,3,5,1870,0.4139,0.277
BMW,X1,3,6,812,0.3424,0.1657
BMW,1-Serie,1,2,83,0.8916,0.259
BMW,1-Serie,1,3,139,0.7482,0.5561
BMW,1-Serie,1,4,60,0.7833,0.1477
BMW,1-Serie,1,5+6,32,0.5938,0.0371
VOLKSWAGEN,TIGUAN,4,2+3,368,0.6087,0.1002
VOLKSWAGEN,TIGUAN,4,4,1547,0.5016,0.2053
VOLKSWAGEN,TIGUAN,4,5,3432,0.4228,0.2881
VOLKSWAGEN,TIGUAN,4,6,5711,0.3542,0.406
SKODA,FABIA COMBI,3,1+2,212,0.6981,0.0336
SKODA,FABIA COMBI,3,3,1339,0.5915,0.1888
SKODA,FABIA COMBI,3,4,1524,0.4724,0.335
SKODA,FABIA COMBI,3,5,663,0.365,0.277
SKODA,FABIA COMBI,3,6,191,0.3194,0.1657
BMW,5-Serie,2,1+2,61,0.7869,0.0731
BMW,5-Serie,2,3,734,0.7466,0.3658
BMW,5-Serie,2,4,1389,0.6364,0.3855
BMW,5-Serie,2,5,762,0.5709,0.1301
BMW,5-Serie,2,6,317,0.5647,0.0455
VOLKSWAGEN,UP!,4,2+3,103,0.5922,0.1002
VOLKSWAGEN,UP!,4,4,92,0.4022,0.2053
VOLKSWAGEN,UP!,4,5+6,39,0.3077,0.694
TOYOTA,Aygo X,2,2,179,0.7374,0.073
TOYOTA,Aygo X,2,3,318,0.5723,0.3658
TOYOTA,Aygo X,2,4,85,0.4,0.3855
TOYOTA,Aygo X,2,5+6,26,0.2692,0.1756
MERCEDES-BENZ,GLA,1,2,360,0.9167,0.259
MERCEDES-BENZ,GLA,1,3,493,0.8256,0.5561
MERCEDES-BENZ,GLA,1,4+5+6,85,0.6706,0.1848
RENAULT,MEGANE SPORT TOURER,2,2+3,164,0.622,0.4388
RENAULT,MEGANE SPORT TOURER,2,4,124,0.5403,0.3855
RENAULT,MEGANE SPORT TOURER,2,5+6,38,0.3421,0.1756
HONDA,CIVIC,2,1+2,105,0.9048,0.0731
HONDA,CIVIC,2,3,496,0.7944,0.3658
HONDA,CIVIC,2,4,419,0.6874,0.3855
HONDA,CIVIC,2,5,121,0.5868,0.1301
HONDA,CIVIC,2,6,30,0.6,0.0455
TOYOTA,AURIS,4,1+2,260,0.7462,0.0128
TOYOTA,AURIS,4,3,2459,0.5344,0.0879
TOYOTA,AURIS,4,4,5075,0.3927,0.2053
TOYOTA,AURIS,4,5,4519,0.3233,0.2881
TOYOTA,AURIS,4,6,2679,0.2714,0.406
SKODA,SUPERB,3,1+2+3,257,0.5681,0.2224
SKODA,SUPERB,3,4,1483,0.4484,0.335
SKODA,SUPERB,3,5,2317,0.3876,0.277
SKODA,SUPERB,3,6,2064,0.3401,0.1657
RENAULT,MEGANE SPORT TOURER,3,1+2+3,247,0.3603,0.2224
RENAULT,MEGANE SPORT TOURER,3,4,504,0.2599,0.335
RENAULT,MEGANE SPORT TOURER,3,5,388,0.2088,0.277
RENAULT,MEGANE SPORT TOURER,3,6,122,0.2131,0.1657
FIAT,PANDA,4,2+3,42,0.3095,0.1002
FIAT,PANDA,4,4,32,0.125,0.2053
FIAT,PANDA,4,5+6,27,0.1111,0.694
MAZDA,CX-5,4,2+3+4,88,0.5795,0.3056
MAZDA,CX-5,4,5,131,0.3969,0.2881
MAZDA,CX-5,4,6,83,0.3494,0.406
CITROËN,BERLINGO,4,1+2+3,67,0.3731,0.1007
CITROËN,BERLINGO,4,4,187,0.2995,0.2053
CITROËN,BERLINGO,4,5,343,0.207,0.2881
CITROËN,BERLINGO,4,6,396,0.2172,0.406
KIA,CEED SW,1,2,307,0.8893,0.259
KIA,CEED SW,1,3,553,0.7957,0.5561
KIA,CEED SW,1,4+5+6,124,0.7419,0.1848
TOYOTA,AURIS,1,2,1316,0.8929,0.259
TOYOTA,AURIS,1,3,3763,0.8145,0.5561
TOYOTA,AURIS,1,4,840,0.731,0.1477
TOYOTA,AURIS,1,5,83,0.6386,0.0239
TOYOTA,AURIS,1,6,31,0.4839,0.0132
BMW,X1,4,2+3,237,0.6203,0.1002
BMW,X1,4,4,897,0.4526,0.2053
BMW,X1,4,5,1686,0.3375,0.2881
BMW,X1,4,6,1570,0.2739,0.406
VOLKSWAGEN,GOLF,4,1+2,366,0.7022,0.0128
VOLKSWAGEN,GOLF,4,3,3354,0.5397,0.0879
VOLKSWAGEN,GOLF,4,4,9161,0.4326,0.2053
VOLKSWAGEN,GOLF,4,5,11224,0.3468,0.2881
VOLKSWAGEN,GOLF,4,6,8577,0.2873,0.406
VOLVO,XC40,1,2,1984,0.9738,0.259
VOLVO,XC40,1,3,3442,0.9294,0.5561
VOLVO,XC40,1,4,655,0.8748,0.1477
VOLVO,XC40,1,5,100,0.84,0.0239
VOLVO,XC40,1,6,25,0.72,0.0132
VOLKSWAGEN,POLO,3,1+2,1061,0.7286,0.0336
VOLKSWAGEN,POLO,3,3,4369,0.5187,0.1888
VOLKSWAGEN,POLO,3,4,3685,0.3946,0.335
VOLKSWAGEN,POLO,3,5,1196,0.3453,0.277
VOLKSWAGEN,POLO,3,6,265,0.2528,0.1657
NISSAN,X-TRAIL,3,2+3,217,0.6037,0.2222
NISSAN,X-TRAIL,3,4,728,0.489,0.335
NISSAN,X-TRAIL,3,5,819,0.4054,0.277
NISSAN,X-TRAIL,3,6,617,0.295,0.1657
VOLKSWAGEN,UP!,3,2,579,0.7565,0.0334
VOLKSWAGEN,UP!,3,3,2084,0.5715,0.1888
VOLKSWAGEN,UP!,3,4,1334,0.4378,0.335
VOLKSWAGEN,UP!,3,5,377,0.3793,0.277
VOLKSWAGEN,UP!,3,6,62,0.2742,0.1657
MITSUBISHI,ASX,3,1+2,147,0.8639,0.0336
MITSUBISHI,ASX,3,3,1550,0.7555,0.1888
MITSUBISHI,ASX,3,4,3277,0.6063,0.335
MITSUBISHI,ASX,3,5,2705,0.4957,0.277
MITSUBISHI,ASX,3,6,1447,0.3801,0.1657
CITROËN,C4,1,2,501,0.6826,0.259
CITROËN,C4,1,3,1581,0.6161,0.5561
CITROËN,C4,1,4,386,0.5026,0.1477
CITROËN,C4,1,5+6,52,0.5385,0.0371
VOLKSWAGEN,TOURAN,2,2,38,0.7105,0.073
VOLKSWAGEN,TOURAN,2,3,560,0.7036,0.3658
VOLKSWAGEN,TOURAN,2,4,940,0.6372,0.3855
VOLKSWAGEN,TOURAN,2,5,387,0.5478,0.1301
VOLKSWAGEN,TOURAN,2,6,126,0.4762,0.0455
MAZDA,CX-5,3,2,129,0.8217,0.0334
MAZDA,CX-5,3,3,1718,0.6659,0.1888
MAZDA,CX-5,3,4,5322,0.5855,0.335
MAZDA,CX-5,3,5,5179,0.4989,0.277
MAZDA,CX-5,3,6,2170,0.4369,0.1657
SUZUKI,SX4,3,1+2,481,0.7609,0.0336
SUZUKI,SX4,3,3,2533,0.6609,0.1888
SUZUKI,SX4,3,4,2447,0.5644,0.335
SUZUKI,SX4,3,5,905,0.4508,0.277
SUZUKI,SX4,3,6,266,0.3647,0.1657
VOLVO,V90,2,2,39,0.7692,0.073
VOLVO,V90,2,3,772,0.7979,0.3658
VOLVO,V90,2,4,2197,0.7201,0.3855
VOLVO,V90,2,5,1093,0.667,0.1301
VOLVO,V90,2,6,569,0.5835,0.0455
VOLVO,XC60,3,2,39,0.9487,0.0334
VOLVO,XC60,3,3,712,0.7556,0.1888
VOLVO,XC60,3,4,3581,0.6727,0.335
VOLVO,XC60,3,5,5399,0.5949,0.277
VOLVO,XC60,3,6,4237,0.5367,0.1657
AUDI,Q5,3,2+3,287,0.7875,0.2222
AUDI,Q5,3,4,1538,0.6515,0.335
AUDI,Q5,3,5,2181,0.5438,0.277
AUDI,Q5,3,6,1542,0.5071,0.1657
TOYOTA,AVENSIS STW,4,1+2,49,0.7347,0.0128
TOYOTA,AVENSIS STW,4,3,645,0.6295,0.0879
TOYOTA,AVENSIS STW,4,4,2813,0.4792,0.2053
TOYOTA,AVENSIS STW,4,5,6219,0.3841,0.2881
TOYOTA,AVENSIS STW,4,6,10800,0.2737,0.406
FORD,MONDEO STATIONCAR,4,1,34,0.0588,0.0004
FORD,MONDEO STATIONCAR,4,2,30,0.7667,0.0124
FORD,MONDEO STATIONCAR,4,3,191,0.555,0.0879
FORD,MONDEO STATIONCAR,4,4,1347,0.4195,0.2053
FORD,MONDEO STATIONCAR,4,5,3913,0.3437,0.2881
FORD,MONDEO STATIONCAR,4,6,9773,0.2693,0.406
TOYOTA,Aygo X,3,2,370,0.6838,0.0334
TOYOTA,Aygo X,3,3,1152,0.5156,0.1888
TOYOTA,Aygo X,3,4,605,0.3339,0.335
TOYOTA,Aygo X,3,5,134,0.2761,0.277
TOYOTA,Aygo X,3,6,37,0.2432,0.1657
FORD,S-MAX,4,1+2+3,49,0.449,0.1007
FORD,S-MAX,4,4,319,0.4138,0.2053
FORD,S-MAX,4,5,1656,0.3237,0.2881
FORD,S-MAX,4,6,4290,0.2513,0.406
SKODA,CITIGO,3,2,247,0.7733,0.0334
SKODA,CITIGO,3,3,658,0.5775,0.1888
SKODA,CITIGO,3,4,401,0.4564,0.335
SKODA,CITIGO,3,5,135,0.3556,0.277
SKODA,CITIGO,3,6,39,0.3846,0.1657
MERCEDES-BENZ,A-Klasse,3,2,240,0.8,0.0334
MERCEDES-BENZ,A-Klasse,3,3,1763,0.6829,0.1888
MERCEDES-BENZ,A-Klasse,3,4,2577,0.6057,0.335
MERCEDES-BENZ,A-Klasse,3,5,1244,0.5394,0.277
MERCEDES-BENZ,A-Klasse,3,6,358,0.4525,0.1657
VOLKSWAGEN,T-Roc,1,2,2640,0.9322,0.259
VOLKSWAGEN,T-Roc,1,3,3864,0.8722,0.5561
VOLKSWAGEN,T-Roc,1,4,645,0.7798,0.1477
VOLKSWAGEN,T-Roc,1,5+6,109,0.6881,0.0371
RENAULT,CLIO,3,1+2,104,0.5577,0.0336
RENAULT,CLIO,3,3,649,0.4114,0.1888
RENAULT,CLIO,3,4,621,0.3076,0.335
RENAULT,CLIO,3,5,204,0.2206,0.277
RENAULT,CLIO,3,6,44,0.2045,0.1657
AUDI,A4 AVANT,3,2+3,213,0.7136,0.2222
AUDI,A4 AVANT,3,4,790,0.638,0.335
AUDI,A4 AVANT,3,5,1088,0.5147,0.277
AUDI,A4 AVANT,3,6,878,0.4487,0.1657
OPEL,Mokka,3,2,247,0.8381,0.0334
OPEL,Mokka,3,3,1413,0.6525,0.1888
OPEL,Mokka,3,4,1913,0.4971,0.335
OPEL,Mokka,3,5,786,0.3855,0.277
OPEL,Mokka,3,6,223,0.287,0.1657
SUZUKI,SWIFT,1,2,1770,0.8972,0.259
SUZUKI,SWIFT,1,3,2049,0.7784,0.5561
SUZUKI,SWIFT,1,4,317,0.6057,0.1477
SUZUKI,SWIFT,1,5+6,48,0.625,0.0371
FORD,FIESTA,3,1+2,645,0.6558,0.0336
FORD,FIESTA,3,3,3175,0.4567,0.1888
FORD,FIESTA,3,4,3302,0.3256,0.335
FORD,FIESTA,3,5,1211,0.2857,0.277
FORD,FIESTA,3,6,250,0.232,0.1657
VOLKSWAGEN,PASSAT,3,1+2,45,0.6667,0.0336
VOLKSWAGEN,PASSAT,3,3,688,0.6279,0.1888
VOLKSWAGEN,PASSAT,3,4,3966,0.5247,0.335
VOLKSWAGEN,PASSAT,3,5,6366,0.4717,0.277
VOLKSWAGEN,PASSAT,3,6,5589,0.4011,0.1657
SKODA,OCTAVIA,2,2,238,0.7731,0.073
SKODA,OCTAVIA,2,3,3264,0.7059,0.3658
SKODA,OCTAVIA,2,4,6238,0.6917,0.3855
SKODA,OCTAVIA,2,5,2938,0.6624,0.1301
SKODA,OCTAVIA,2,6,1024,0.5449,0.0455
AUDI,A3 Sportback,2,2,415,0.747,0.073
AUDI,A3 Sportback,2,3,3951,0.6679,0.3658
AUDI,A3 Sportback,2,4,3654,0.6218,0.3855
AUDI,A3 Sportback,2,5,726,0.5813,0.1301
AUDI,A3 Sportback,2,6,155,0.5355,0.0455
MERCEDES-BENZ,E-Klasse,4,1+2,59,0.5763,0.0128
MERCEDES-BENZ,E-Klasse,4,3,401,0.6209,0.0879
MERCEDES-BENZ,E-Klasse,4,4,1309,0.5095,0.2053
MERCEDES-BENZ,E-Klasse,4,5,2396,0.4445,0.2881
MERCEDES-BENZ,E-Klasse,4,6,7033,0.3498,0.406
FORD,MONDEO,4,1,34,0.0588,0.0004
FORD,MONDEO,4,2,30,0.7667,0.0124
FORD,MONDEO,4,3,191,0.555,0.0879
FORD,MONDEO,4,4,1347,0.4195,0.2053
FORD,MONDEO,4,5,3913,0.3437,0.2881
FORD,MONDEO,4,6,9773,0.2693,0.406
NISSAN,QASHQAI,1,2,1278,0.8498,0.259
NISSAN,QASHQAI,1,3,2861,0.8085,0.5561
NISSAN,QASHQAI,1,4,603,0.7446,0.1477
NISSAN,QASHQAI,1,5+6,56,0.625,0.0371
SKODA,RAPID,2,2,111,0.7928,0.073
SKODA,RAPID,2,3,640,0.6641,0.3658
SKODA,RAPID,2,4,498,0.5482,0.3855
SKODA,RAPID,2,5,114,0.5175,0.1301
SKODA,RAPID,2,6,26,0.3846,0.0455
SKODA,OCTAVIA,1,2,1870,0.8513,0.259
SKODA,OCTAVIA,1,3,8069,0.8108,0.5561
SKODA,OCTAVIA,1,4,3650,0.7389,0.1477
SKODA,OCTAVIA,1,5,876,0.6929,0.0239
SKODA,OCTAVIA,1,6,284,0.6197,0.0132
TOYOTA,YARIS 5-DØRS,2,2,4152,0.7748,0.073
TOYOTA,YARIS 5-DØRS,2,3,8067,0.6479,0.3658
TOYOTA,YARIS 5-DØRS,2,4,2491,0.5528,0.3855
TOYOTA,YARIS 5-DØRS,2,5,406,0.4532,0.1301
TOYOTA,YARIS 5-DØRS,2,6,107,0.4953,0.0455
VOLVO,V90,1,1+2,674,0.9065,0.2591
VOLVO,V90,1,3,5851,0.8305,0.5561
VOLVO,V90,1,4,3350,0.78,0.1477
VOLVO,V90,1,5,632,0.7342,0.0239
VOLVO,V90,1,6,421,0.7197,0.0132
CITROËN,C4 Cactus,3,2+3,287,0.4843,0.2222
CITROËN,C4 Cactus,3,4,352,0.3267,0.335
CITROËN,C4 Cactus,3,5+6,136,0.2353,0.4426
MAZDA,3,3,2,170,0.7882,0.0334
MAZDA,3,3,3,823,0.6197,0.1888
MAZDA,3,3,4,1189,0.5374,0.335
MAZDA,3,3,5,546,0.4377,0.277
MAZDA,3,3,6,152,0.4737,0.1657
FORD,B-MAX,3,1+2,151,0.6821,0.0336
FORD,B-MAX,3,3,489,0.4642,0.1888
FORD,B-MAX,3,4,373,0.311,0.335
FORD,B-MAX,3,5+6,116,0.2586,0.4426
BMW,3-Serie,3,2,61,0.7541,0.0334
BMW,3-Serie,3,3,794,0.6662,0.1888
BMW,3-Serie,3,4,2698,0.5582,0.335
BMW,3-Serie,3,5,3095,0.4817,0.277
BMW,3-Serie,3,6,2310,0.4056,0.1657
NISSAN,NOTE,3,2,105,0.819,0.0334
NISSAN,NOTE,3,3,388,0.6418,0.1888
NISSAN,NOTE,3,4,316,0.4968,0.335
NISSAN,NOTE,3,5,102,0.4412,0.277
NISSAN,NOTE,3,6,35,0.2286,0.1657
VOLKSWAGEN,GOLF,2,2,1518,0.836,0.073
VOLKSWAGEN,GOLF,2,3,10381,0.7369,0.3658
VOLKSWAGEN,GOLF,2,4,9548,0.6667,0.3855
VOLKSWAGEN,GOLF,2,5,2527,0.6233,0.1301
VOLKSWAGEN,GOLF,2,6,560,0.5643,0.0455
SKODA,OCTAVIA COMBI,3,2,116,0.7414,0.0334
SKODA,OCTAVIA COMBI,3,3,1684,0.6354,0.1888
SKODA,OCTAVIA COMBI,3,4,6334,0.5589,0.335
SKODA,OCTAVIA COMBI,3,5,6904,0.4742,0.277
SKODA,OCTAVIA COMBI,3,6,4281,0.3922,0.1657
VOLVO,XC60,2,1+2,140,0.9214,0.0731
VOLVO,XC60,2,3,2336,0.783,0.3658
VOLVO,XC60,2,4,4862,0.7291,0.3855
VOLVO,XC60,2,5,1875,0.6672,0.1301
VOLVO,XC60,2,6,519,0.5684,0.0455
BMW,5-Serie,4,1+2+3,172,0.6221,0.1007
BMW,5-Serie,4,4,834,0.4676,0.2053
BMW,5-Serie,4,5,2708,0.4066,0.2881
BMW,5-Serie,4,6,7163,0.3408,0.406
PEUGEOT,207,4,1+2,183,0.6066,0.0128
PEUGEOT,207,4,3,1296,0.3765,0.0879
PEUGEOT,207,4,4,2076,0.2505,0.2053
PEUGEOT,207,4,5,1437,0.2276,0.2881
PEUGEOT,207,4,6,494,0.2328,0.406
CITROËN,C5 Aircross,1,2,503,0.8489,0.259
CITROËN,C5 Aircross,1,3,879,0.7474,0.5561
CITROËN,C5 Aircross,1,4+5+6,145,0.6828,0.1848
PEUGEOT,208,3,1+2,493,0.7343,0.0336
PEUGEOT,208,3,3,2279,0.5524,0.1888
PEUGEOT,208,3,4,1800,0.3917,0.335
PEUGEOT,208,3,5,475,0.3179,0.277
PEUGEOT,208,3,6,105,0.2476,0.1657
HONDA,CR-V,4,1+2+3,255,0.6314,0.1007
HONDA,CR-V,4,4,1087,0.5336,0.2053
HONDA,CR-V,4,5,2702,0.4208,0.2881
HONDA,CR-V,4,6,5160,0.3169,0.406
SKODA,RAPID SPACEBACK,3,2,62,0.7419,0.0334
SKODA,RAPID SPACEBACK,3,3,521,0.5816,0.1888
SKODA,RAPID SPACEBACK,3,4,727,0.4746,0.335
SKODA,RAPID SPACEBACK,3,5,272,0.3787,0.277
SKODA,RAPID SPACEBACK,3,6,85,0.3647,0.1657
HYUNDAI,IX20,3,2,214,0.6869,0.0334
HYUNDAI,IX20,3,3,892,0.5224,0.1888
HYUNDAI,IX20,3,4,605,0.3669,0.335
HYUNDAI,IX20,3,5,174,0.3161,0.277
HYUNDAI,IX20,3,6,52,0.1923,0.1657
BMW,X5,3,2+3,104,0.6538,0.2222
BMW,X5,3,4,624,0.6186,0.335
BMW,X5,3,5,1157,0.5601,0.277
BMW,X5,3,6,799,0.5006,0.1657
RENAULT,Captur,3,2,81,0.6914,0.0334
RENAULT,Captur,3,3,451,0.5521,0.1888
RENAULT,Captur,3,4,323,0.4365,0.335
RENAULT,Captur,3,5+6,74,0.3514,0.4426
VOLVO,XC60,4,2+3,121,0.6612,0.1002
VOLVO,XC60,4,4,648,0.625,0.2053
VOLVO,XC60,4,5,2155,0.5675,0.2881
VOLVO,XC60,4,6,6410,0.4761,0.406
MINI,COOPER,3,2,99,0.7576,0.0334
MINI,COOPER,3,3,964,0.5892,0.1888
MINI,COOPER,3,4,1488,0.506,0.335
MINI,COOPER,3,5,618,0.4353,0.277
MINI,COOPER,3,6,139,0.3813,0.1657
AUDI,Q2,1,2,494,0.8826,0.259
AUDI,Q2,1,3,912,0.7785,0.5561
AUDI,Q2,1,4,152,0.7434,0.1477
AUDI,Q2,1,5+6,29,0.7241,0.0371
FORD,KUGA,2,1+2,108,0.8704,0.0731
FORD,KUGA,2,3,1204,0.8048,0.3658
FORD,KUGA,2,4,1840,0.7353,0.3855
FORD,KUGA,2,5,742,0.6092,0.1301
FORD,KUGA,2,6,173,0.5549,0.0455
FIAT,500,4,1+2,119,0.4454,0.0128
FIAT,500,4,3,875,0.3303,0.0879
FIAT,500,4,4,1300,0.2262,0.2053
FIAT,500,4,5,357,0.1877,0.2881
FIAT,500,4,6,54,0.1111,0.406
SUZUKI,SX4,4,1+2,162,0.6914,0.0128
SUZUKI,SX4,4,3,1145,0.5153,0.0879
SUZUKI,SX4,4,4,1675,0.3952,0.2053
SUZUKI,SX4,4,5,1245,0.2956,0.2881
SUZUKI,SX4,4,6,582,0.244,0.406
HYUNDAI,I 10,3,2,312,0.6314,0.0334
HYUNDAI,I 10,3,3,503,0.4036,0.1888
HYUNDAI,I 10,3,4,182,0.3462,0.335
HYUNDAI,I 10,3,5+6,49,0.2245,0.4426
AUDI,A3 Sportback,3,2,206,0.7573,0.0334
AUDI,A3 Sportback,3,3,2075,0.6337,0.1888
AUDI,A3 Sportback,3,4,3894,0.577,0.335
AUDI,A3 Sportback,3,5,2165,0.5298,0.277
AUDI,A3 Sportback,3,6,707,0.4809,0.1657
BMW,X3,2,1+2,53,0.8679,0.0731
BMW,X3,2,3,660,0.7152,0.3658
BMW,X3,2,4,1466,0.6569,0.3855
BMW,X3,2,5,697,0.5839,0.1301
BMW,X3,2,6,179,0.5307,0.0455
CITROËN,DS3,4,2+3,137,0.3942,0.1002
CITROËN,DS3,4,4,329,0.3131,0.2053
CITROËN,DS3,4,5,180,0.1944,0.2881
CITROËN,DS3,4,6,50,0.24,0.406
MAZDA,CX-3,2,2,793,0.8537,0.073
MAZDA,CX-3,2,3,2650,0.7732,0.3658
MAZDA,CX-3,2,4,1430,0.6937,0.3855
MAZDA,CX-3,2,5,217,0.6175,0.1301
MAZDA,CX-3,2,6,38,0.5526,0.0455
KIA,RIO,3,2,225,0.7111,0.0334
KIA,RIO,3,3,1016,0.5719,0.1888
KIA,RIO,3,4,933,0.4116,0.335
KIA,RIO,3,5,353,0.3456,0.277
KIA,RIO,3,6,95,0.2316,0.1657
SUZUKI,SWIFT,3,2,347,0.6888,0.0334
SUZUKI,SWIFT,3,3,1630,0.5571,0.1888
SUZUKI,SWIFT,3,4,1809,0.4483,0.335
SUZUKI,SWIFT,3,5,778,0.3303,0.277
SUZUKI,SWIFT,3,6,250,0.268,0.1657
TOYOTA,VERSO,4,2,40,0.725,0.0124
TOYOTA,VERSO,4,3,273,0.6007,0.0879
TOYOTA,VERSO,4,4,578,0.4619,0.2053
TOYOTA,VERSO,4,5,701,0.3438,0.2881
TOYOTA,VERSO,4,6,804,0.2438,0.406
PEUGEOT,508,3,1+2+3,254,0.5197,0.2224
PEUGEOT,508,3,4,1275,0.4784,0.335
PEUGEOT,508,3,5,1881,0.3897,0.277
PEUGEOT,508,3,6,1311,0.3532,0.1657
RENAULT,Captur,2,2,259,0.8108,0.073
RENAULT,Captur,2,3,659,0.6024,0.3658
RENAULT,Captur,2,4,234,0.4487,0.3855
RENAULT,Captur,2,5+6,35,0.4857,0.1756
VOLVO,XC90,1,1+2,839,0.9142,0.2591
VOLVO,XC90,1,3,5528,0.8652,0.5561
VOLVO,XC90,1,4,2037,0.7963,0.1477
VOLVO,XC90,1,5,223,0.7085,0.0239
VOLVO,XC90,1,6,48,0.625,0.0132
TOYOTA,RAV4 Plug in,1,1+2,7088,0.919,0.2591
TOYOTA,RAV4 Plug in,1,3,17295,0.8533,0.5561
TOYOTA,RAV4 Plug in,1,4,3715,0.7537,0.1477
